J2015010807251638   3 344414  10 1392335  10  207 2501V   411   3317A_»³ÄºÉÕ¶á¡£             11K
J2015010809032191   2 344422   8 1392403   9  208 1919V   411   3317A_»³ÄºÉÕ¶á¡£             16K
J2015010809112975   3 344401  11 1392393  10  182 2201V   411   3317A_»³ÄºÉÕ¶á¡£              9K
J2015010809122616   3 344366   6 1392363   8  151 20-3V   411   3317A_»³ÄºÉÕ¶á¡£              8K
J2015010810404253   4 344410  14 1392344  14  178 3101V   411   3317A_»³ÄºÉÕ¶á¡£             10K
J2015010811434707   1 344499   4 1392383   4  138 10-8V   411   3317A_»³ÄºÉÕ¶á¡£              8K
J2015010815013604   3 344459   8 1392419   7  145 25-8V   411   3317A_»³ÄºÉÕ¶á¡£              7K
J2015010819453795   2 344441   7 1392395   6  213 17-7V   411   3317A_»³ÄºÉÕ¶á¡£              9K
J2015010819460848   2 344441   7 1392413   8  210 15-3V   411   3317A_»³ÄºÉÕ¶á¡£             12K
J2015010819471868   1 344446   5 1392406   7  220 1406V   411   3317A_»³ÄºÉÕ¶á¡£             20K
J2015010819493676   2 344434   7 1392388   6  221 13-7V   411   3317A_»³ÄºÉÕ¶á¡£              9K
J2015010820414265   3 344428  11 1392396   9  237 19-6V   411   3317A_»³ÄºÉÕ¶á¡£              9K
J2015010823213601   5 344277  10 1392685  19  212 3203V   411   3317A_ÅìÉô¡£                 14K
J2015010823283545   3 344445   8 1392399   8  266 21-6V   411   3317A_»³ÄºÉÕ¶á¡£              9K
J2015010903331874   4 344296   9 1392693  17  246 2903V   411   3317A_ÅìÉô¡£                 18K
J2015010906044436   9 344265  13 1392733  24  147 3203V   411   3317A_ÅìÉô¡£                 16K
J2015010907543250   3 344500   7 1392384   9  100 19-2V   411   3317A_»³ÄºÉÕ¶á¡£             16K
J2015011115513595   2 344486   6 1392350   7  178 1706V   411   3317A_»³ÄºÉÕ¶á¡£             18K
J2015011202531040   2 344501   4 1392374   8  152 19A0V   411   3317A_»³ÄºÉÕ¶á¡£              9K
J2015011306051956   4 344430  12 1392440  12  106 30-4V   411   3317A_»³ÄºÉÕ¶á¡£              9K
J2015011403222593   4 344419   9 1392473  10  183 31-8V   411   3317A_»³ÄºÉÕ¶á¡£             10K
J2015011403240746   2 344405   5 1392460   7  225 18-6V   411   3317A_»³ÄºÉÕ¶á¡£             11K
J2015011507231742   2 344517   5 1392420   7  173 12-7V   411   3317A_»³ÄºÉÕ¶á¡£              9K
J2015011603000444   1 344498   4 1392375   6  158 1403V   411   3317A_»³ÄºÉÕ¶á¡£             15K
J2015011608352301   7 344607   9 1392092  21  537 3601V   411   3317A_À¾Êý²­¡£                8K
J2015011612491340   1 344507   1 1392372   2  127  6-6V   411   3317A_»³ÄºÉÕ¶á¡£              9K
J2015011705245351   1 344494   2 1392384   3  156  605V   411   3317A_»³ÄºÉÕ¶á¡£             17K
J2015011705474246   1 344498   4 1392394   4  165  9-1V   411   3317A_»³ÄºÉÕ¶á¡£              9K
J2015011706255397   2 344496   4 1392387   5  167 10-3V   411   3317A_»³ÄºÉÕ¶á¡£              9K
J2015011709573498   1 344374   3 1392371   5  145 12-5V   411   3317A_»³ÄºÉÕ¶á¡£              8K
J2015011722360880   2 344497   4 1392375   7  121 17-5V   411   3317A_»³ÄºÉÕ¶á¡£              9K
J2015011807180634   2 344500   5 1392394   6  162 16-5V   411   3317A_»³ÄºÉÕ¶á¡£             11K
J2015011822551998   4 344494   7 1392382  12  105 28-6V   411   3317A_»³ÄºÉÕ¶á¡£             11K
J2015012021022435   2 344485   5 1392317   5  147 20-8V   411   3317A_»³ÄºÉÕ¶á¡£              9K
J2015012320134995   2 344457   5 1392450   6  217 1607V   411   3317A_»³ÄºÉÕ¶á¡£             16K
J2015012404142941   2 344642   5 1392268   5   39 1607V   411   3317A_ËÌÉô¡£                 17K
J2015012417413684   3 344515   9 1392358  12  128 35-6V   411   3317A_»³ÄºÉÕ¶á¡£              9K
J2015012803091704   2 344502   5 1392380   6  142 17-4V   411   3317A_»³ÄºÉÕ¶á¡£              9K
J2015012913532441   3 344480  11 1392321  10  150 37-3V   411   3317A_»³ÄºÉÕ¶á¡£              8K
J2015020204442763   2 344489   5 1392330   5  154 16-3V   411   3317A_»³ÄºÉÕ¶á¡£             13K
J2015020212423274   3 344484   8 1392328   7  131 27-6V   411   3317A_»³ÄºÉÕ¶á¡£             11K
J2015020221192453   2 344486   5 1392333   5  134 20A3V   411   3317A_»³ÄºÉÕ¶á¡£             10K
J2015020317421343   6 344668  11 1392107  17  530 2904V   411   3317A_À¾Êý²­¡£               16K
J2015020318042466   4 344670   8 1392112  12  538 2105V   411   3317A_À¾Êý²­¡£               16K
J2015020320344259   6 344501  15 1392327  16  167 64-8V   411   3317A_»³ÄºÉÕ¶á¡£             10K
J2015020320412390   5 344478  15 1392318  11  191 48-9V   411   3317A_»³ÄºÉÕ¶á¡£              8K
J2015020322471748   3 344673   7 1392097  11  549 1807V   411   3317A_À¾Êý²­¡£               19K
J2015020402562822   4 344671   7 1392101  14  515 1802V   411   3317A_À¾Êý²­¡£               10K
J2015020509354041   2 344495   3 1392387   7  169 13-3V   411   3317A_»³ÄºÉÕ¶á¡£              7K
J2015020518491337   3 344362   8 1392370  11  131 22-3V   411   3317A_»³ÄºÉÕ¶á¡£             14K
J2015020607503038   3 344492   6 1392356   8  148 25-8V   411   3317A_»³ÄºÉÕ¶á¡£              8K
J2015020613361071   2 344490   5 1392331   5   34 19-3V   411   3317A_»³ÄºÉÕ¶á¡£             11K
J2015020814332102   2 344396   4 1392374   6  232 13-3V   411   3317A_»³ÄºÉÕ¶á¡£              7K
J2015020909125706   5 344411  13 1391996  15  585 3104V   411   3317A_À¾Êý²­¡£                9K
J2015021001493674   3 344469   6 1392375   8  178 22-1V   411   3317A_»³ÄºÉÕ¶á¡£             10K
J2015021112010540   2 344381   7 1392372  10  202 20-5V   411   3317A_»³ÄºÉÕ¶á¡£             10K
J2015021304432047   2 344472   7 1392351   9  202 2008V   411   3317A_»³ÄºÉÕ¶á¡£             22K
J2015021500394810   2 344510   6 1392371   7  161 1713V   411   3317A_»³ÄºÉÕ¶á¡£             20K
J2015021502404261   3 344490   7 1392327   8  141 32-6V   411   3317A_»³ÄºÉÕ¶á¡£             12K
J2015021512050722   2 344498   4 1392320   4   82 20-5V   411   3317A_»³ÄºÉÕ¶á¡£             10K
J2015021517534681   1 344402   3 1392367   3  244  7-3V   411   3317A_»³ÄºÉÕ¶á¡£              8K
J2015021605580316   2 344491   6 1392326   6  115 23A0V   411   3317A_»³ÄºÉÕ¶á¡£             11K
J2015021611181145   2 344378   6 1392388   8  205 1806V   411   3317A_»³ÄºÉÕ¶á¡£             17K
J2015021700275525   6 344429   9 1392107  22  447 3307V   411   3317A_À¾Êý²­¡£               16K
J2015021703034384   6 344442   9 1392092  23  464 3409V   411   3317A_À¾Êý²­¡£               16K
J2015021703231790   8 344447  11 1392066  28  483 4102V   411   3317A_À¾Êý²­¡£               12K
J2015021703335093   7 344455  12 1392063  28  434 3700V   411   3317A_À¾Êý²­¡£               10K
J2015021703433641   6 344464  10 1392089  23  457 3502V   411   3317A_À¾Êý²­¡£               11K
J2015021703525912   6 344445   9 1392063  24  424 31-1V   411   3317A_À¾Êý²­¡£               10K
J2015021704010027   3 344419   6 1392093  12  445 1808V   411   3317A_À¾Êý²­¡£               18K
J2015021704315648   5 344463   9 1392085  21  445 31-1V   411   3317A_À¾Êý²­¡£               11K
J2015021706042150   5 344446   8 1392075  16  450 2502V   411   3317A_À¾Êý²­¡£               14K
J2015021706420647   7 344442  11 1392084  26  397 3805V   411   3317A_À¾Êý²­¡£               16K
J2015021707060939   8 344404  13 1392068  24  488 3707V   411   3317A_À¾Êý²­¡£               14K
J2015021707062554   7 344397  12 1392068  23  487 3106V   411   3317A_À¾Êý²­¡£               10K
J2015021707083113   8 344442  11 1392123  30  371 4206V   411   3317A_À¾Êý²­¡£               15K
J2015021707120193   9 344428  13 1392039  27  487 4403V   411   3317A_À¾Êý²­¡£               14K
J2015021707341641   7 344434  12 1392095  26  383 3905V   411   3317A_À¾Êý²­¡£               17K
J2015021707575279   5 344432   9 1392110  23  380 2603V   411   3317A_À¾Êý²­¡£               12K
J2015021708014173   6 344393  13 1392093  18  438 2802V   411   3317A_À¾Êý²­¡£                8K
J2015021708435503   9 344446  15 1392060  32  424 4809V   411   3317A_À¾Êý²­¡£               15K
J2015021708480300   9 344438  15 1392074  33  445 5209V   411   3317A_À¾Êý²­¡£               18K
J2015021708510708   9 344454  15 1392056  33  405 4905V   411   3317A_À¾Êý²­¡£               15K
J2015021710452120  13 344424  22 1392030  38  620 7003V   411   3317A_À¾Êý²­¡£               11K
J2015021710521207   8 344424  12 1392120  31  350 3503V   411   3317A_À¾Êý²­¡£               14K
J2015021713053245   6 344391  12 1392115  19  456 2501V   411   3317A_À¾Êý²­¡£                8K
J2015021716192796   6 344404  12 1392112  20  341 23-1V   411   3317A_À¾Êý²­¡£               11K
J2015021721254399   3 344358   6 1392425   8   65 20-9V   411   3317A_»³ÄºÉÕ¶á¡£              8K
J2015021805081985   4 344570   7 1392040  14  622 2206V   411   3317A_À¾Êý²­¡£               19K
J2015021805192342   5 344423  10 1392087  19  342 27-2V   411   3317A_À¾Êý²­¡£               14K
J2015021805234062   6 344443   9 1392094  20  485 3300V   411   3317A_À¾Êý²­¡£               14K
J2015021805350054   4 344417   7 1392129  14  344 1909V   411   3317A_À¾Êý²­¡£               19K
J2015021805593971   5 344420   8 1392125  18  350 2402V   411   3317A_À¾Êý²­¡£               14K
J2015021806062410   6 344437   8 1392115  20  451 3104V   411   3317A_À¾Êý²­¡£               16K
J2015021806065006   4 344420   7 1392125  16  370 2021V   411   3317A_À¾Êý²­¡£¸µÄ®¤Ç¿ÌÅÙ£±¡£ 19K
J2015021806071841   5 344426  10 1392127  26  341 2712V   411   3317A_À¾Êý²­¡£               10K
J2015021806102851   4 344416   7 1392137  17  336 2205V   411   3317A_À¾Êý²­¡£               18K
J2015021806223303   4 344422   8 1392127  17  376 2405V   411   3317A_À¾Êý²­¡£               19K
J2015021806394472   6 344419   9 1392117  21  422 3010V   411   3317A_À¾Êý²­¡£               17K
J2015021806400375   4 344417   7 1392114  14  416 2024V   411   3317A_À¾Êý²­¡£¸µÄ®¤Ç¿ÌÅÙ£±¡£ 22K
J2015021806435307   6 344427  11 1392116  26  364 31-3V   411   3317A_À¾Êý²­¡£               11K
J2015021806451480   6 344424   9 1392134  23  327 2702V   411   3317A_À¾Êý²­¡£               13K
J2015021806481368   6 344442  10 1392105  23  379 3205V   411   3317A_À¾Êý²­¡£               14K
J2015021807080584   4 344421   7 1392129  14  380 2004V   411   3317A_À¾Êý²­¡£               17K
J2015021807181051   4 344430   7 1392122  13  392 2003V   411   3317A_À¾Êý²­¡£               15K
J2015021807202184   5 344423   9 1392129  15  358 21-4V   411   3317A_À¾Êý²­¡£                9K
J2015021807310225   5 344416  10 1392099  15  325 21-4V   411   3317A_À¾Êý²­¡£                9K
J2015021807320924   4 344419   7 1392076  16  383 1900V   411   3317A_À¾Êý²­¡£               11K
J2015021807333695   5 344434   9 1392085  20  395 2802V   411   3317A_À¾Êý²­¡£               14K
J2015021807343505   5 344430   8 1392081  19  401 2808V   411   3317A_À¾Êý²­¡£               19K
J2015021807460147   5 344443  10 1392068  22  374 2902V   411   3317A_À¾Êý²­¡£               14K
J2015021808015496   5 344434  10 1392068  21  399 3109V   411   3317A_À¾Êý²­¡£Ï¢È¯¡£         17K
J2015021808021336   6 344439  10 1392077  22  405 3409V   411   3317A_À¾Êý²­¡£               17K
J2015021808031277   7 344446  11 1392063  25  424 3404V   411   3317A_À¾Êý²­¡£               15K
J2015021808063343   5 344439   8 1392086  17  434 2608V   411   3317A_À¾Êý²­¡£               20K
J2015021808074661   6 344434   9 1392070  23  405 3305V   411   3317A_À¾Êý²­¡£               16K
J2015021808184315   7 344447  11 1392048  26  405 37-1V   411   3317A_À¾Êý²­¡£               11K
J2015021808244588   2 344439   4 1392087   8  428 1315V   411   3317A_À¾Êý²­¡£Ï¢È¯¡£         17K
J2015021808310099   5 344439   9 1392081  19  459 3010V   411   3317A_À¾Êý²­¡£               20K
J2015021808413044   4 344432   6 1392001  19  398 19-1V   411   3317A_À¾Êý²­¡£                8K
J2015021808515205   7 344440  10 1392048  26  439 3604V   411   3317A_À¾Êý²­¡£               14K
J2015021809094610   8 344430  12 1392071  27  499 4615V   411   3317A_À¾Êý²­¡£               18K
J2015021809101368   5 344443   8 1392075  18  455 2617V   411   3317A_À¾Êý²­¡£               20K
J2015021809112757   5 344411  12 1392065  18  507 2704V   411   3317A_À¾Êý²­¡£                9K
J2015021809140239   9 344457  14 1392048  32  475 4505V   411   3317A_À¾Êý²­¡£                9K
J2015021809221931   4 344417   7 1392075  13  493 2007V   411   3317A_À¾Êý²­¡£               11K
J2015021809272233   6 344434   9 1392123  18  478 2604V   411   3317A_À¾Êý²­¡£                9K
J2015021809464759   3 344449   5 1392093  12  440 2008V   411   3317A_À¾Êý²­¡£               14K
J2015021809483968   5 344432   8 1392088  21  384 2704V   411   3317A_À¾Êý²­¡£               13K
J2015021809531264   5 344454   8 1392080  20  437 3208V   411   3317A_À¾Êý²­¡£               13K
J2015021809533659   6 344454   8 1392060  23  442 3604V   411   3317A_À¾Êý²­¡£               14K
J2015021809563063   4 344438   7 1392076  15  461 2509V   411   3317A_À¾Êý²­¡£               17K
J2015021810062894   6 344424   9 1392123  23  375 2804V   411   3317A_À¾Êý²­¡£Ï¢È¯¡£         11K
J2015021810075852   6 344439  12 1392144  25  332 3703V   411   3317A                        15K
J2015021810080468   4 344421   6 1392124  15  383 1914V   411   3317A_À¾Êý²­¡£               17K
J2015021810105126   6 344405  10 1392103  22  408 3119V   411   3317A_À¾Êý²­¡£¸µÄ®¤Ç¿ÌÅÙ£±¡£ 20K
J2015021810143171   5 344401   8 1392079  20  370 18-2V   411   3317A_À¾Êý²­¡£               10K
J2015021810155754   7 344429   9 1392099  27  426 3304V   411   3317A_À¾Êý²­¡£               15K
J2015021810163858   6 344416  10 1392110  25  387 3302V   411   3317A_À¾Êý²­¡£               14K
J2015021810165444   6 344431   9 1392092  24  373 2903V   411   3317A                        12K
J2015021810235392   4 344425   7 1392155  16  328 2300V   411   3317A_À¾Êý²­¡£               12K
J2015021810273268   6 344446   8 1392070  19  477 3106V   411   3317A_À¾Êý²­¡£               17K
J2015021810275452   6 344424  11 1392103  17  508 3202V   411   3317A_À¾Êý²­¡£               10K
J2015021810283818   5 344450   7 1392078  16  494 3007V   411   3317A_À¾Êý²­¡£               16K
J2015021810312696   5 344443   8 1392079  18  397 2703V   411   3317A_À¾Êý²­¡£               14K
J2015021811275775   5 344425   7 1392122  19  313 2103V   411   3317A_À¾Êý²­¡£               12K
J2015021812120838   3 344417   7 1392116  14  286 1607V   411   3317A_À¾Êý²­¡£               20K
J2015021812304499   5 344436   8 1392095  18  400 2707V   411   3317A_À¾Êý²­¡£               19K
J2015021812403907   5 344429  10 1392102  19  273 23-3V   411   3317A_À¾Êý²­¡£               11K
J2015021813005141   7 344451   9 1392054  26  448 3405V   411   3317A_À¾Êý²­¡£               14K
J2015021813282583   7 344417  11 1392077  22  491 3002V   411   3317A_À¾Êý²­¡£               10K
J2015021814555928   8 344456  13 1392045  30  463 4204V   411   3317A_À¾Êý²­¡£               10K
J2015021815201021   4 344409   7 1392120  14  327 1909V   411   3317A_À¾Êý²­¡£               19K
J2015021817421857   9 344447  14 1392043  36  396 4804V   411   3317A_À¾Êý²­¡£               11K
J2015021817463693   4 344443   8 1392089  15  359 2408V   411   3317A_À¾Êý²­¡£               20K
J2015021817581796   4 344422   7 1392050  11  459 1803V   411   3317A_À¾Êý²­¡£                8K
J2015021819240321   6 344413  12 1392055  19  404 29-1V   411   3317A_À¾Êý²­¡£                8K
J2015021821563909   6 344431  10 1392083  21  427 3300V   411   3317A_À¾Êý²­¡£               11K
J2015021919083187   5 344421  11 1392130  23  234 25-2V   411   3317A_À¾Êý²­¡£               12K
J2015021920175584   5 344442   8 1392099  18  405 27-2V   411   3317A_À¾Êý²­¡£               14K
J2015022008535204   4 344462   8 1392393  11  162 2301V   411   3317A_»³ÄºÉÕ¶á¡£              9K
J2015022104100307   3 344472   5 1392377   7  140 19-8V   411   3317A_»³ÄºÉÕ¶á¡£              8K
J2015022214195589   2 344444   5 1392394   7  212 13-1V   411   3317A_»³ÄºÉÕ¶á¡£             14K
J2015022214221321   3 344437   7 1392370   6  271 21-5V   411   3317A_»³ÄºÉÕ¶á¡£              6K
J2015022404052167   4 344552   7 1391957  15  663 2202V   411   3317A_À¾Êý²­¡£               16K
J2015022804271275   5 344473   7 1392062  17  449 3006V   411   3317A_À¾Êý²­¡£               16K
J2015022804280275   8 344465  11 1392107  30  411 43-1V   411   3317A_À¾Êý²­¡£               14K
J2015022804315929   5 344472   7 1392087  21  419 2903V   411   3317A_À¾Êý²­¡£               17K
J2015022804325934   5 344473   7 1392044  18  440 28-1V   411   3317A_À¾Êý²­¡£               11K
J2015022804330696   6 344473   9 1392035  21  501 3802V   411   3317A_À¾Êý²­¡£               12K
J2015022804353560   4 344468   6 1392062  16  447 2503V   411   3317A_À¾Êý²­¡£               17K
J2015022804395784   6 344475   9 1392041  21  593 3803V   411   3317A_À¾Êý²­¡£               15K
J2015022805454051   6 344468   8 1392068  21  465 3108V   411   3317A_À¾Êý²­¡£               16K
J2015022819364213   4 344413  13 1392329  14  198 43-8V   411   3317A_»³ÄºÉÕ¶á¡£              7K
J2015022820370315   5 344437  12 1392333   9  182 40A0V   411   3317A_»³ÄºÉÕ¶á¡£              7K
J2015022821474905   4 344631   8 1392278  10   48 3307V   411   3317A_ËÌÉô¡£                 12K
J2015030104144403   7 344465  10 1392040  22  509 3800V   411   3317A_À¾Êý²­¡£               12K
J2015030120270718   6 344472  19 1392314  10  206 49-5V   411   3317A_»³ÄºÉÕ¶á¡£              7K
J2015030321582306   4 344450   8 1392357   5  121 27A1V   411   3317A_»³ÄºÉÕ¶á¡£              9K
J2015030405393297   0 344436   4 1392384   1  207  5-8V   411   3317A_»³ÄºÉÕ¶á¡£              5K
J2015030415054702   3 344494   5 1392388   9  133 17-3V   411   3317A_»³ÄºÉÕ¶á¡£              8K
J2015030612213156   8 344407  19 1391788  34  681 6237V   411   3317A_À¾Êý²­¡£°ËÆ¦ÂçÅçÄ®¸µÄ® 22K
J2015030612274785   4 344352  10 1391897  18  636 2507V   411   3317A_À¾Êý²­¡£               10K
J2015030612300590   4 344382   9 1391894  19  731 2615V   411   3317A_À¾Êý²­¡£               14K
J2015030612324663   8 344390  17 1391807  34  629 6420V   411   3317A_À¾Êý²­¡£               20K
J2015030612552694   2 344361   5 1391927   7  689 1113V   411   3317A_À¾Êý²­¡£               13K
J2015030613024993   5 344351  15 1391834  19  868 3313V   411   3317A_À¾Êý²­¡£               10K
J2015030613101651   4 344373  10 1391923  25  737 2408V   411   3317A_À¾Êý²­¡£                9K
J2015030613235195   6 344333  13 1391875  26  666 3819V   411   3317A_À¾Êý²­¡£               14K
J2015030613323901   7 344394  17 1391790  32  741 5125V   411   3317A_À¾Êý²­¡£               22K
J2015030613514832   8 344415  18 1391823  33  670 6326V   411   3317A_À¾Êý²­¡¢°ËÆ¦ÂçÅçÄ®¸µÄ® 22K
J2015030613583097   5 344580  11 1391842  20  763 3710V   411   3317A_À¾Êý²­¡£               15K
J2015030614055124   3 344369   8 1391818  14  818 2014V   411   3317A_À¾Êý²­¡£               11K
J2015030614162665   6 344409  12 1391853  27  634 4320V   411   3317A_À¾Êý²­¡£               17K
J2015030614174477   7 344405  15 1391885  28  630 4826V   411   3317A_À¾Êý²­¡¢°ËÆ¦ÂçÅçÄ®¸µÄ® 23K
J2015030614194969   7 344417  16 1391805  32  737 5721V   411   3317A_À¾Êý²­¡£               19K
J2015030614220513   7 344409  13 1391891  29  648 4023V   411   3317A_À¾Êý²­¡¢°ËÆ¦ÂçÅçÄ®¸µÄ® 21K
J2015030614281594   8 344428  15 1391892  33  640 5513V   411   3317A_À¾Êý²­¡£               18K
J2015030614283319   4 344365  10 1391925  18  711 2416V   411   3317A_À¾Êý²­¡£               10K
J2015030614295447   7 344398  11 1391791  29  531 5410V   411   3317A_À¾Êý²­¡£               12K
J2015030614462783   6 344400  12 1391738  25  645 5913V   411   3317A_À¾Êý²­¡£               12K
J2015030614475441   5 344363  11 1391835  24  517 4205V   411   3317A_À¾Êý²­¡£                8K
J2015030614583115   6 344392  14 1391825  27  801 4123V   411   3317A_À¾Êý²­¡£               21K
J2015030615250031   5 344554  11 1391813  24  652 5007V   411   3317A_À¾Êý²­¡£               10K
J2015030615254292   5 344547  10 1391868  22  753 3419V   411   3317A_À¾Êý²­¡£               17K
J2015030615262032   6 344562  14 1391870  26  712 4516V   411   3317A_À¾Êý²­¡£               18K
J2015030615265970   8 344569  16 1391860  32  710 5014V   411   3317A_À¾Êý²­¡£               16K
J2015030615282676   7 344576  16 1391794  28  744 5810V   411   3317A_À¾Êý²­¡£               15K
J2015030615295261   6 344570  14 1391832  27  778 4114V   411   3317A_À¾Êý²­¡£               16K
J2015030615312002   6 344577  15 1391788  28  791 4509V   411   3317A_À¾Êý²­¡£               13K
J2015030615350650   6 344553  13 1391821  25  747 4611V   411   3317A_À¾Êý²­¡£               15K
J2015030615424920   2 344346   6 1391919   9  648 1513V   411   3317A_À¾Êý²­¡£               11K
J2015030615431646   3 344349   8 1391839  14  558 3013V   411   3317A_À¾Êý²­¡£               10K
J2015030615444460   7 344371  17 1391961  25  647 3914V   411   3317A_À¾Êý²­¡£               12K
J2015030615531238   3 344554   8 1391863  14  728 2416V   411   3317A_À¾Êý²­¡£               17K
J2015030616051937   8 344421  16 1391852  33  597 6122V   411   3317A_À¾Êý²­¡£               19K
J2015030616063411   4 344338   9 1391804  20  585 3413V   411   3317A_À¾Êý²­¡£                8K
J2015030616104615   3 344370   6 1391911  14  710 1808V   411   3317A_À¾Êý²­¡£               12K
J2015030616135916   6 344450  10 1392029  21  454 3308V   411   3317A_À¾Êý²­¡£               12K
J2015030616160228   8 344425  14 1391909  30  522 5308V   411   3317A_À¾Êý²­¡£               18K
J2015030616162494   7 344427  10 1391982  28  458 4108V   411   3317A_À¾Êý²­¡£               12K
J2015030616170059   8 344390  14 1391916  34  584 4819V   411   3317A_À¾Êý²­¡£               18K
J2015030616175310   8 344386  15 1391909  31  548 4924V   411   3317A_À¾Êý²­¡¢¸µÄ®¤Ç¿ÌÅÙ£±¡£ 19K
J2015030616190115   3 344424   6 1392031  11  492 1813V   411   3317A_À¾Êý²­¡£               19K
J2015030616194429   6 344407  11 1391923  29  554 3710V   411   3317A_À¾Êý²­¡£               13K
J2015030616211723   8 344399  14 1391955  33  557 4623V   411   3317A_À¾Êý²­¡£               18K
J2015030616224081   8 344378  19 1391917  29  646 4613V   411   3317A_À¾Êý²­¡£               12K
J2015030616233104   6 344398  12 1391863  27  700 4025V   411   3317A_À¾Êý²­¡¢¸µÄ®¤Ç¿ÌÅÙ£±¡£ 18K
J2015030616241146   5 344421  12 1391839  25  806 3825V   411   3317A_À¾Êý²­¡£               13K
J2015030616251695   4 344368  11 1391825  14  726 2513V   411   3317A_À¾Êý²­¡£               11K
J2015030616275985   8 344405  15 1391863  33  549 6021V   411   3317A_À¾Êý²­¡£               19K
J2015030616295643   8 344384  12 1391904  30  538 3520V   411   3317A_À¾Êý²­¡£               14K
J2015030616302395   6 344363  12 1391948  23  580 3016V   411   3317A_À¾Êý²­¡£               12K
J2015030616304358   6 344360  13 1391951  27  681 2817V   411   3317A_À¾Êý²­¡£               10K
J2015030616312705   7 344400  12 1391911  31  593 4013V   411   3317A_À¾Êý²­¡£               14K
J2015030616330258   4 344421   7 1392046  14  499 2118V   411   3317A_À¾Êý²­¡£               21K
J2015030616335937   7 344432  15 1391915  33  652 4317V   411   3317A_À¾Êý²­¡£               12K
J2015030616375792   6 344358  15 1391949  27  717 3311V   411   3317A_À¾Êý²­¡£               10K
J2015030616381716   8 344368  14 1391954  33  579 3308V   411   3317A_À¾Êý²­¡£                9K
J2015030616382638   5 344404   9 1391967  22  613 2413V   411   3317A_À¾Êý²­¡£               12K
J2015030616391005   8 344416  11 1392029  34  534 4308V   411   3317A_À¾Êý²­¡£               12K
J2015030616392429   7 344317  16 1391901  28  664 4516V   411   3317A_À¾Êý²­¡£               10K
J2015030616394624   5 344408  10 1392027  25  700 2513V   411   3317A_À¾Êý²­¡£                9K
J2015030616413892   8 344407  16 1391917  31  605 5616V   411   3317A_À¾Êý²­¡£               18K
J2015030616420787   8 344414  15 1391902  31  550 5818V   411   3317A_À¾Êý²­¡£               19K
J2015030616422217   8 344400  13 1391962  32  546 4519V   411   3317A_À¾Êý²­¡£               17K
J2015030616435093   8 344425  14 1391962  34  584 5009V   411   3317A_À¾Êý²­¡£               16K
J2015030616442880   7 344386  13 1391836  29  514 5710V   411   3317A_À¾Êý²­¡£               14K
J2015030616450022   8 344417  15 1391922  31  588 5308V   411   3317A_À¾Êý²­¡£               16K
J2015030616454571   9 344415  14 1391998  31  494 5008V   411   3317A_À¾Êý²­¡£               15K
J2015030616490976   8 344416  12 1392006  31  542 4006V   411   3317A_À¾Êý²­¡£               15K
J2015030616494071   9 344445  15 1391924  33  480 6212V   411   3317A_À¾Êý²­¡£               18K
J2015030616494440   8 344407  18 1391931  27  608 5720V   411   3317A_À¾Êý²­¡£               14K
J2015030616503180   7 344434  13 1391938  27  553 4817V   411   3317A_À¾Êý²­¡£               20K
J2015030616523365   7 344432  13 1391929  29  560 4814V   411   3317A_À¾Êý²­¡£Ï¢È¯¡£         20K
